,userID,itemID,styleID,rating,brewerID,timestamp
108,6638,1504,568,4.0,568,1159238001
109,6638,37403,1199,4.5,1199,1191194597
110,6638,25852,1199,4.5,1199,1191193155
111,5951,29687,395,4.0,395,1219695581
112,1699,36269,10541,4.0,10541,1309748288
113,1699,54731,263,4.5,263,1298846473
114,1699,1504,568,3.5,568,1243653027
115,1699,1018,263,4.5,263,1304643852
116,8009,429,1,3.5,1,1076797623
117,8009,3517,394,4.5,394,1090777480
118,8009,1492,394,3.5,394,1093640713
119,82,5441,1199,4.0,1199,1317271277
120,82,11757,1199,5.0,1199,1326001584
121,82,17538,1199,4.0,1199,1318650747
122,82,74159,394,3.5,394,1320086981
123,82,24905,1199,4.0,1199,1317272428
124,5112,429,1,4.0,1,1241889268
125,6121,13282,2446,4.5,2446,1212956472
126,7594,1414,163,4.0,163,1138988357
127,5546,23474,1199,4.5,1199,1232587209
128,2631,51483,9020,4.0,9020,1296534824
129,1672,3824,1417,2.5,1417,1310168102
130,1672,55900,1199,2.5,1199,1280735037
131,1672,11757,1199,3.5,1199,1223084304
132,8219,436,163,2.0,163,1053650463
133,8219,1018,263,5.0,263,1056586066
134,8219,4904,1417,4.0,1417,1057013559
135,8219,429,1,4.0,1,1051487477
136,6833,25884,12224,3.0,12224,1172725436
137,6833,29687,395,4.5,395,1181100248
138,6833,966,365,4.5,365,1168485603
139,6833,1504,568,4.0,568,1175901323
140,5386,1324,263,4.0,263,1235867337
141,6955,26352,2100,3.5,2100,1174627066
142,3136,55445,1454,4.5,1454,1268435392
143,3136,63020,1454,4.5,1454,1288537402
144,3136,15660,1454,5.0,1454,1288538410
145,3136,39008,1454,5.0,1454,1268435695
146,3136,17538,1199,4.5,1199,1278176514
147,6780,24059,3268,2.5,3268,1183903409
148,8012,1620,394,4.0,394,1072499147
149,8012,1621,394,4.5,394,1093124447
150,8012,9906,394,4.0,394,1086577982
151,8012,798,289,3.0,289,1080752264
152,8012,3517,394,4.5,394,1072550480
153,710,10784,1075,4.0,1075,1317776598
154,710,5441,1199,4.0,1199,1320388002
155,710,4904,1417,3.5,1417,1295165364
156,710,11757,1199,4.0,1199,1294469080
157,710,1504,568,4.5,568,1301959001
158,7178,7463,1199,3.5,1199,1163032426
159,388,19960,1199,5.0,1199,1323190335
160,1909,29145,263,4.5,263,1306358934
161,4175,1504,568,3.0,568,1266198069
162,4400,1123,395,4.0,395,1056815816
163,4400,429,1,4.5,1,1033814571
164,4400,1620,394,4.5,394,1046513199
165,4400,16115,1199,4.0,1199,1112144327
166,4400,20478,1199,3.5,1199,1256182218
167,4400,1549,394,4.0,394,1046512759
168,4400,3003,395,2.0,395,1064114583
169,4400,25656,9020,3.5,9020,1245816700
170,4400,3517,394,4.5,394,1046512335
171,4400,1550,394,4.0,394,1034271575
172,4400,3517,394,5.0,394,1046512335
173,4400,1622,394,4.5,394,1034008388
174,4400,3365,395,4.5,395,1058922430
175,4400,11757,1199,3.5,1199,1256268073
176,4400,1121,395,4.0,395,1056924921
177,4400,1621,394,4.0,394,1055099835
178,4400,16638,3268,3.5,3268,1261339088
179,4400,727,263,3.0,263,1199486245
180,4400,20470,394,2.5,394,1109296022
181,4400,1154,394,3.0,394,1044125076
182,4400,1122,395,4.5,395,1058661374
183,4400,1152,394,3.5,394,1034885156
184,4400,2106,394,3.5,394,1044086588
185,4400,2324,394,4.0,394,1046513760
186,6324,17538,1199,3.5,1199,1170125735
187,6324,21822,1199,4.5,1199,1166389512
188,6324,16115,1199,4.0,1199,1169914780
189,6324,1525,568,4.0,568,1150903704
190,6324,727,263,3.5,263,1146781436
191,6324,33644,14879,3.5,14879,1187559131
192,6324,6551,1254,3.5,1254,1205895951
193,6324,1018,263,3.5,263,1160353348
194,6324,4073,1199,4.0,1199,1151069447
195,6324,17010,577,4.5,577,1166913082
196,7435,1791,60,4.0,60,1148432065
197,7435,7167,1315,4.5,1315,1043346194
198,7435,429,1,4.0,1,997635439
199,7435,176,60,4.0,60,1148431475
200,7435,175,60,4.5,60,1058720228
201,5011,1525,568,4.5,568,1244780528
202,916,60511,1199,4.5,1199,1284825697
203,916,20478,1199,4.0,1199,1278481502
204,916,11757,1199,5.0,1199,1276120450
205,916,21822,1199,3.5,1199,1298568953
206,916,47541,9020,4.0,9020,1274536932
207,916,25852,1199,5.0,1199,1311724264
208,916,7672,3268,3.5,3268,1281325377
209,916,34146,1199,5.0,1199,1306431101
210,916,1324,263,4.0,263,1303968156
211,916,1018,263,3.5,263,1307075155
212,916,16074,1199,4.0,1199,1296631074
213,916,55900,1199,3.5,1199,1308725297
214,916,35036,1199,3.5,1199,1294294971
215,916,47694,14879,4.0,14879,1304739058
216,916,5441,1199,4.0,1199,1305779825
217,916,20893,9020,3.5,9020,1313983062
218,916,34146,1199,5.0,1199,1306431101
219,916,48911,1199,3.5,1199,1274476708
220,916,47695,14879,5.0,14879,1306982551
221,916,23474,1199,5.0,1199,1278003892
222,916,17538,1199,4.5,1199,1278482035
223,916,436,163,1.0,163,1281324612
224,916,47658,1199,4.0,1199,1318810506
225,916,4014,1315,2.5,1315,1311479190
226,916,54134,14879,4.0,14879,1284518016
227,916,29687,395,4.0,395,1284686320
228,916,19960,1199,4.5,1199,1278483183
229,916,8555,1315,2.5,1315,1312248108
230,2531,60511,1199,5.0,1199,1297831035
231,2531,19960,1199,5.0,1199,1237373725
232,5943,11757,1199,4.5,1199,1220110326
233,50,11757,1199,4.0,1199,1257913125
234,50,47658,1199,5.0,1199,1326172516
235,50,17538,1199,4.0,1199,1249789793
236,6476,25181,3282,4.0,3282,1199275408
237,6316,19960,1199,3.5,1199,1206247411
238,6411,5481,2100,2.5,2100,1202482570
239,6411,20470,394,4.0,394,1176332528
240,6411,960,365,3.5,365,1090200643
241,6411,4904,1417,3.5,1417,1188176124
242,6411,1154,394,3.0,394,1088300154
243,6411,25382,394,3.5,394,1164238933
244,3606,47695,14879,4.0,14879,1260935876
245,3606,33644,14879,5.0,14879,1278558360
246,3606,19960,1199,3.5,1199,1237693162
247,3606,11757,1199,4.0,1199,1258252698
248,7113,17010,577,3.5,577,1166845283
249,1120,64848,24447,4.5,24447,1317054081
250,1120,64849,24447,4.0,24447,1313000783
251,1120,64846,24447,4.0,24447,1313000257
252,7914,727,263,4.0,263,1080791532
253,7914,11757,1199,4.5,1199,1107490421
254,964,20478,1199,4.0,1199,1318458055
255,964,35036,1199,4.5,1199,1318457753
256,5298,11757,1199,4.0,1199,1237678120
257,5298,24905,1199,4.5,1199,1224039798
258,5298,21822,1199,3.0,1199,1238038669
259,5298,33644,14879,4.0,14879,1224963903
260,5854,11757,1199,4.0,1199,1223868160
261,6903,1122,395,2.0,395,1165073152
262,6903,5411,394,4.5,394,1177288095
263,6903,1550,394,4.0,394,1152372917
264,6684,4904,1417,4.0,1417,1188615019
265,4077,33644,14879,4.0,14879,1237415365
266,4077,34146,1199,2.5,1199,1267822645
267,4077,47694,14879,4.0,14879,1240065373
268,1216,10785,1075,4.0,1075,1271907396
269,1216,11757,1199,4.0,1199,1226260069
270,1216,58850,3268,3.5,3268,1315973515
271,1216,20478,1199,4.0,1199,1263527695
272,1216,13350,3268,3.5,3268,1257125540
273,1216,7348,1199,4.5,1199,1259726168
274,1216,16074,1199,4.5,1199,1266892714
275,1216,60686,3268,3.5,3268,1302237512
276,1216,56887,3268,3.5,3268,1315973690
277,1216,35036,1199,3.5,1199,1240454183
278,1216,21822,1199,4.0,1199,1269750926
279,1216,42948,12224,3.5,12224,1314110199
280,1216,7167,1315,3.5,1315,1263445627
281,1216,34146,1199,4.5,1199,1269663853
282,1216,7463,1199,4.0,1199,1228012683
283,1216,54827,1199,4.5,1199,1285191217
284,2119,24905,1199,4.0,1199,1303158671
285,2502,19960,1199,5.0,1199,1238793834
286,2502,59125,12224,4.0,12224,1298235382
287,5470,1504,568,4.5,568,1234132398
288,4363,20169,6513,3.0,6513,1262037779
289,4363,34368,11710,3.0,11710,1166536626
290,4363,1413,163,3.5,163,1164998633
291,4363,10479,3512,4.0,3512,1204378457
292,4363,1418,163,3.0,163,1160840303
293,4363,16115,1199,4.0,1199,1175623325
294,4363,11757,1199,3.5,1199,1177755788
295,4363,23474,1199,3.5,1199,1180341857
296,4363,1414,163,2.5,163,1203847994
297,4363,3939,1417,3.5,1417,1137067693
298,4363,3606,1315,4.0,1315,1195392697
299,4363,4920,1315,4.0,1315,1190980133
300,4363,7463,1199,3.5,1199,1188040281
301,4363,2572,807,4.5,807,1194791649
302,4363,36299,4103,4.5,4103,1199448478
303,4363,13152,3282,3.5,3282,1135149825
304,4363,28668,11710,4.0,11710,1175800234
305,4363,32621,2647,4.0,2647,1157280384
306,4363,5916,1,4.0,1,1212778606
307,4363,17610,2647,3.5,2647,1156361161
308,4363,7694,3282,3.5,3282,1232214575
309,4363,5441,1199,4.0,1199,1192964021
310,4363,7693,3282,4.0,3282,1232228060
311,4363,4073,1199,4.0,1199,1181490790
312,4363,8422,3282,4.0,3282,1170178867
313,4363,21822,1199,4.0,1199,1183403378
314,4363,33644,14879,4.0,14879,1259447345
315,4363,24501,11710,4.0,11710,1164450416
316,4363,39314,8802,4.5,8802,1193342534
317,4363,29145,263,4.0,263,1243189920
318,4363,727,263,4.0,263,1193069472
319,4363,16074,1199,3.5,1199,1177165446
320,2698,11757,1199,3.0,1199,1257905564
321,2698,7463,1199,4.5,1199,1259201010
322,2698,55900,1199,4.5,1199,1290567548
323,2698,35036,1199,4.0,1199,1295407122
324,2698,21688,9020,4.0,9020,1276636021
325,2698,47695,14879,4.5,14879,1267931915
326,2698,727,263,3.0,263,1266200953
327,44,37518,14879,4.0,14879,1326234145
328,44,3824,1417,2.5,1417,1325117580
329,5016,429,1,3.5,1,1244599953
330,5016,29145,263,4.0,263,1234666036
331,5016,436,163,2.5,163,1234141296
332,7149,11757,1199,5.0,1199,1165379991
333,5146,1622,394,4.0,394,1169061989
334,5146,25382,394,3.5,394,1160234227
335,5146,436,163,3.5,163,1150226701
336,5146,960,365,3.0,365,1241028923
337,5146,1550,394,5.0,394,1169003930
338,6604,429,1,4.0,1,1193203863
339,1756,20893,9020,4.0,9020,1308621334
340,6098,429,1,4.0,1,1161148566
341,6098,1622,394,3.5,394,1213723420
342,6098,1324,263,4.0,263,1114544508
343,6098,3824,1417,4.5,1417,1110512812
344,3191,20478,1199,3.5,1199,1287335127
345,1329,16074,1199,4.0,1199,1286329598
346,1329,60511,1199,4.0,1199,1286392345
347,1329,7694,3282,4.0,3282,1314547110
348,1329,7463,1199,4.0,1199,1286287384
349,1329,11757,1199,4.0,1199,1266292875
350,2323,16074,1199,3.0,1199,1300732645
351,2323,11757,1199,4.5,1199,1290839969
352,2323,34146,1199,4.0,1199,1296962653
353,2323,35036,1199,4.5,1199,1293919905
354,2323,21822,1199,4.5,1199,1300732214
355,2323,7348,1199,4.0,1199,1297311382
356,2323,5441,1199,3.0,1199,1294510597
357,2323,33644,14879,3.5,14879,1296882906
358,2323,48911,1199,3.5,1199,1293817883
359,2323,17538,1199,4.5,1199,1282675039
360,327,24905,1199,4.0,1199,1323752335
361,327,60511,1199,5.0,1199,1323752902
362,3647,21822,1199,4.5,1199,1277612239
363,3647,19960,1199,4.0,1199,1270609406
364,3647,47658,1199,5.0,1199,1246114546
365,5608,34362,394,4.5,394,1231143711
366,1826,43396,16994,4.0,16994,1228026906
367,1826,21704,263,4.5,263,1258501834
368,1826,46255,16994,4.0,16994,1228068530
369,1826,29145,263,5.0,263,1234062780
370,1826,7348,1199,3.0,1199,1264257256
371,1826,4073,1199,4.5,1199,1255919331
372,1826,54731,263,3.5,263,1307582261
373,1826,1791,60,4.5,60,1224898469
374,1826,53466,1199,4.0,1199,1255813356
375,1826,29687,395,3.5,395,1236390268
376,1826,47694,14879,4.5,14879,1269982884
377,1826,26201,453,2.0,453,1281925486
378,1826,47832,1199,3.0,1199,1255920113
379,1826,5441,1199,4.0,1199,1255919398
380,1826,7463,1199,3.5,1199,1255920522
381,1826,53468,1199,4.5,1199,1255814464
382,1826,55900,1199,4.0,1199,1268021526
383,1826,178,60,3.5,60,1224898637
384,1826,1413,163,3.5,163,1246406107
385,1826,48911,1199,4.0,1199,1247794090
386,1826,46254,16994,2.5,16994,1228067933
387,1826,17538,1199,3.5,1199,1279247367
388,1826,47659,1199,5.0,1199,1255919916
389,1826,46248,16994,3.0,16994,1228065633
390,1826,176,60,3.5,60,1224898110
391,1826,33644,14879,3.5,14879,1257641902
392,1826,40153,14879,4.5,14879,1266991551
393,1826,53497,1199,4.0,1199,1255919824
394,1826,47695,14879,4.5,14879,1258169889
395,1826,3824,1417,5.0,1417,1226370126
396,1826,46249,16994,3.0,16994,1228066282
397,1826,24905,1199,2.0,1199,1280287804
398,1826,20478,1199,3.0,1199,1255314750
399,1826,1599,60,1.5,60,1224897988
400,1826,16074,1199,3.5,1199,1251002685
401,1826,16079,1199,3.0,1199,1255920182
402,1826,51301,1199,3.0,1199,1255920259
403,1826,7348,1199,3.0,1199,1264257256
404,1826,59548,14879,2.0,14879,1278039946
405,1826,1324,263,4.5,263,1227144954
406,1826,33927,14879,4.0,14879,1244291552
407,1826,46252,16994,4.0,16994,1228067374
408,1826,19960,1199,4.0,1199,1249085819
409,1826,175,60,3.5,60,1224898282
410,1826,34146,1199,4.0,1199,1241492794
411,1826,727,263,4.0,263,1222733156
412,1826,1018,263,4.0,263,1229742394
413,1826,7463,1199,3.0,1199,1255920522
414,1826,33624,14879,4.0,14879,1267418937
415,1826,37518,14879,2.0,14879,1295668799
416,1826,11757,1199,4.0,1199,1255920757
417,1826,11757,1199,3.0,1199,1255920757
418,1826,33644,14879,4.0,14879,1257641902
419,1826,1598,60,4.0,60,1224898385
420,1826,36862,14879,4.5,14879,1276462885
421,5539,46249,16994,4.5,16994,1232657519
422,3080,21822,1199,4.0,1199,1266715995
423,3080,16074,1199,5.0,1199,1286949271
424,3080,16638,3268,2.5,3268,1284622911
425,3080,19960,1199,4.0,1199,1280985265
426,3080,5441,1199,4.5,1199,1289633708
427,5505,11757,1199,4.5,1199,1233359502
428,5269,429,1,5.0,1,1238562487
429,93,5441,1199,3.5,1199,1325953902
430,5669,20470,394,3.5,394,1229214277
431,5748,20478,1199,4.0,1199,1226434887
432,5748,4073,1199,3.5,1199,1227113004
433,5748,5441,1199,4.0,1199,1226217174
434,7057,2324,394,3.0,394,1163856947
435,7057,16079,1199,4.5,1199,1162516438
436,7057,16073,1199,2.0,1199,1163809944
437,7057,11757,1199,5.0,1199,1164497607
438,7057,23474,1199,4.5,1199,1159572283
439,7057,20470,394,4.0,394,1169675634
440,7057,16115,1199,4.0,1199,1160566419
441,7057,7463,1199,3.5,1199,1159135728
442,7057,4073,1199,3.5,1199,1162516092
443,438,35036,1199,4.0,1199,1322848337
444,438,47658,1199,5.0,1199,1322234907
445,438,11757,1199,4.5,1199,1322696592
446,6158,7463,1199,3.5,1199,1211592151
447,6158,19960,1199,5.0,1199,1206155001
448,2550,1018,263,4.0,263,1297580223
449,3345,55900,1199,3.5,1199,1284332223
450,1050,35036,1199,4.5,1199,1317781545
451,1050,48911,1199,4.0,1199,1308023574
452,1050,25852,1199,4.0,1199,1311040454
453,1050,53421,16386,4.0,16386,1305253453
454,1050,43091,16386,3.0,16386,1303268827
455,1050,45482,16386,3.0,16386,1308018668
456,1050,46088,16386,4.0,16386,1301529669
457,1050,11757,1199,4.5,1199,1317675019
458,4908,20470,394,3.5,394,1247621735
459,5522,11757,1199,4.5,1199,1232993968
460,6907,5441,1199,3.5,1199,1177113342
461,6706,16115,1199,4.5,1199,1187235437
462,6706,36670,394,3.5,394,1182382088
463,7985,511,14,4.0,14,1084286377
464,7985,3939,1417,4.5,1417,1070904844
465,7985,966,365,3.0,365,1058801054
466,7985,4904,1417,4.5,1417,1064849396
467,7985,429,1,4.5,1,1015240128
468,7985,436,163,2.5,163,1069264277
469,7985,3825,1463,3.0,1463,1022229539
470,7985,3824,1417,4.0,1417,1098968818
471,1586,24905,1199,4.0,1199,1308085963
472,1586,55900,1199,4.5,1199,1311338273
473,3146,11757,1199,4.5,1199,1288290701
474,2976,11757,1199,4.0,1199,1291242877
475,1846,19960,1199,4.5,1199,1307312232
476,4485,727,263,3.5,263,1258853711
477,198,76685,23246,4.0,23246,1324875170
478,198,67507,24486,3.5,24486,1310732740
479,198,51404,20638,2.0,20638,1308145625
480,198,72146,23246,3.5,23246,1313498304
481,198,66818,23246,5.0,23246,1299068754
482,198,73369,2554,3.0,2554,1316784080
483,198,62101,23020,4.0,23020,1308332928
484,198,8555,1315,4.0,1315,1251980817
485,198,45116,2554,4.0,2554,1252467823
486,198,29145,263,3.5,263,1324569475
487,198,1539,574,1.0,574,1246535374
488,198,30034,13670,3.0,13670,1305031151
489,198,69677,23246,3.0,23246,1307871099
490,198,59514,23020,4.0,23020,1308385773
491,198,20891,568,4.0,568,1252072115
492,198,69866,23246,4.0,23246,1307604506
493,198,66057,24486,3.5,24486,1310879631
494,198,66029,24486,4.0,24486,1310802934
495,198,727,263,4.0,263,1309756348
496,198,1504,568,4.0,568,1254646959
497,198,1535,574,1.0,574,1254213689
498,2128,10785,1075,4.0,1075,1289994936
499,2128,7348,1199,5.0,1199,1302912571
500,2128,31063,3351,2.5,3351,1275602995
501,2128,4073,1199,3.0,1199,1302907890
502,2128,16074,1199,4.0,1199,1302957314
503,2128,25414,1075,4.0,1075,1289995470
504,2128,7463,1199,5.0,1199,1302957914
505,2128,13084,5049,4.0,5049,1277939200
506,2128,14299,807,4.0,807,1274901282
507,2128,5441,1199,4.5,1199,1302957597
508,2128,63611,2916,4.5,2916,1290011542
509,2128,10784,1075,4.0,1075,1289994167
510,2128,9118,1303,4.0,1303,1274029304
511,2128,52239,5049,3.5,5049,1277680856
512,2128,8203,807,4.5,807,1297437487
513,2128,34146,1199,4.0,1199,1302958252
514,5573,962,365,3.5,365,1231997205
515,3797,7348,1199,4.0,1199,1271484702
516,3797,727,263,3.5,263,1236569624
517,3797,19960,1199,4.0,1199,1270007455
518,3797,7463,1199,3.5,1199,1273352425
519,1420,429,1,3.5,1,1313485058
520,2517,1504,568,4.5,568,1282870735
521,2517,5441,1199,4.5,1199,1295459550
522,2517,54134,14879,3.0,14879,1294876283
523,2517,33644,14879,4.5,14879,1298077583
524,2517,47694,14879,3.0,14879,1295450060
525,5381,21822,1199,4.5,1199,1233531037
526,5381,17538,1199,4.0,1199,1218991666
527,5381,34146,1199,4.0,1199,1235958806
528,5381,24905,1199,4.0,1199,1231206331
529,5381,29145,263,4.5,263,1219283143
530,5381,25382,394,4.0,394,1220321044
531,5381,16074,1199,4.5,1199,1217375268
532,5381,35036,1199,4.5,1199,1231707632
533,5381,5441,1199,4.5,1199,1232667859
534,5381,36670,394,4.0,394,1211159669
535,5381,727,263,3.5,263,1194130690
536,5381,436,163,3.0,163,1226010454
537,5381,19960,1199,4.5,1199,1210733256
538,5381,7463,1199,4.5,1199,1231381006
539,5381,33644,14879,4.5,14879,1215477568
540,5381,11757,1199,4.5,1199,1231692710
541,5381,37518,14879,4.0,14879,1232590488
542,5388,429,1,5.0,1,1235796967
543,4890,21822,1199,3.5,1199,1245004966
544,4890,19960,1199,3.0,1199,1245005403
545,4890,11757,1199,5.0,1199,1245004407
546,4890,34146,1199,3.0,1199,1248213479
547,4051,5441,1199,4.0,1199,1268232147
548,4051,21822,1199,3.0,1199,1265086210
549,4051,11757,1199,4.5,1199,1253153178
550,4051,55900,1199,5.0,1199,1268233785
551,4051,7463,1199,4.0,1199,1256620938
552,1207,25382,394,4.5,394,1159404965
553,1207,1324,263,4.5,263,1316111680
554,1207,35036,1199,4.0,1199,1315278624
555,1207,19960,1199,5.0,1199,1315011923
556,965,52211,14879,3.0,14879,1317785665
557,965,33644,14879,4.5,14879,1315437870
558,965,727,263,4.0,263,1305496763
559,965,17538,1199,3.5,1199,1310517563
560,965,35036,1199,4.0,1199,1318457595
561,965,47658,1199,4.5,1199,1318374954
562,965,19960,1199,4.5,1199,1300831519
563,2385,48521,21516,3.0,21516,1299968752
564,2385,429,1,4.0,1,1185235743
565,2385,727,263,4.0,263,1180469047
566,2385,436,163,2.5,163,1163195849
567,2385,48519,21516,3.0,21516,1299967205
568,2385,48556,21516,3.5,21516,1299970171
569,1618,4373,1386,4.0,1386,1296103460
570,1618,16074,1199,3.5,1199,1291785052
571,1618,7348,1199,4.0,1199,1295741764
572,1618,47658,1199,4.0,1199,1284850212
573,1618,58053,395,3.0,395,1306641103
574,1618,19960,1199,3.5,1199,1290475586
575,1618,11757,1199,5.0,1199,1288148948
576,1618,25852,1199,3.5,1199,1310835945
577,1618,35036,1199,2.0,1199,1293157115
578,5401,5441,1199,4.5,1199,1141229896
579,5401,24905,1199,4.5,1199,1154870003
580,5401,1504,568,4.0,568,1163174655
581,5401,1324,263,4.5,263,1163619262
582,5401,29687,395,2.5,395,1164810385
583,5401,16073,1199,4.0,1199,1156768640
584,5401,33644,14879,3.5,14879,1184189008
585,5401,7463,1199,4.0,1199,1149003881
586,5401,19960,1199,5.0,1199,1169736214
587,5401,21822,1199,4.0,1199,1142367557
588,5401,27589,2430,1.5,2430,1219148291
589,5401,35036,1199,5.0,1199,1177943307
590,5401,1122,395,3.5,395,1148914669
591,5401,21704,263,4.0,263,1204913976
592,5401,960,365,3.0,365,1235530738
593,5401,17538,1199,4.0,1199,1164893110
594,5401,27586,2430,1.5,2430,1219148418
595,5401,20478,1199,4.0,1199,1194443312
596,5401,16115,1199,4.0,1199,1174055352
597,5401,11757,1199,4.5,1199,1155602771
598,5401,34362,394,4.5,394,1212152634
599,5401,727,263,3.5,263,1171555924
600,5401,10784,1075,4.0,1075,1232941583
601,7466,4904,1417,3.0,1417,1147144483
602,7466,1324,263,4.0,263,1144538201
603,7466,3939,1417,4.0,1417,1145893914
604,219,11757,1199,4.0,1199,1324760501
605,8060,3824,1417,3.5,1417,1081561137
606,8060,1324,263,5.0,263,1083979132
607,6426,20478,1199,5.0,1199,1201751729
608,7316,5411,394,4.0,394,1155263369
609,997,16074,1199,3.5,1199,1311815619
610,997,14973,3403,4.0,3403,1289159735
611,997,34326,3403,2.5,3403,1295886463
612,997,34146,1199,4.0,1199,1318189995
613,997,23729,3403,3.5,3403,1310653153
614,997,5441,1199,4.0,1199,1311819172
615,997,1018,263,3.0,263,1282958096
616,997,25852,1199,5.0,1199,1310485062
617,997,727,263,4.0,263,1272150081
618,997,7463,1199,4.0,1199,1311467542
619,997,17538,1199,4.5,1199,1311995556
620,997,14299,807,3.5,807,1285697777
621,997,25656,9020,3.5,9020,1312412155
622,997,33644,14879,4.0,14879,1314036795
623,997,7348,1199,4.5,1199,1309146401
624,997,58053,395,3.5,395,1274318678
625,997,54731,263,4.0,263,1305830779
626,997,3824,1417,4.0,1417,1279249130
627,997,24905,1199,4.5,1199,1311046485
628,997,17538,1199,4.5,1199,1311995556
