,obsNo,userID,itemID,styleID,rating,brewerID,timestamp
459,459,5522,11757,1199,4.5,1199,1232993968
465,465,7985,966,365,3.0,365,1058801054
471,471,1586,24905,1199,4.0,1199,1308085963
479,479,198,51404,20638,2.0,20638,1308145625
480,480,198,72146,23246,3.5,23246,1313498304
483,483,198,62101,23020,4.0,23020,1308332928
492,492,198,69866,23246,4.0,23246,1307604506
493,493,198,66057,24486,3.5,24486,1310879631
498,498,2128,10785,1075,4.0,1075,1289994936
499,499,2128,7348,1199,5.0,1199,1302912571
502,502,2128,16074,1199,4.0,1199,1302957314
505,505,2128,13084,5049,4.0,5049,1277939200
507,507,2128,5441,1199,4.5,1199,1302957597
511,511,2128,52239,5049,3.5,5049,1277680856
513,513,2128,34146,1199,4.0,1199,1302958252
514,514,5573,962,365,3.5,365,1231997205
517,517,3797,19960,1199,4.0,1199,1270007455
520,520,2517,1504,568,4.5,568,1282870735
522,522,2517,54134,14879,3.0,14879,1294876283
525,525,5381,21822,1199,4.5,1199,1233531037
535,535,5381,727,263,3.5,263,1194130690
538,538,5381,7463,1199,4.5,1199,1231381006
539,539,5381,33644,14879,4.5,14879,1215477568
545,545,4890,11757,1199,5.0,1199,1245004407
547,547,4051,5441,1199,4.0,1199,1268232147
548,548,4051,21822,1199,3.0,1199,1265086210
554,554,1207,35036,1199,4.0,1199,1315278624
557,557,965,33644,14879,4.5,14879,1315437870
559,559,965,17538,1199,3.5,1199,1310517563
564,564,2385,429,1,4.0,1,1185235743
569,569,1618,4373,1386,4.0,1386,1296103460
571,571,1618,7348,1199,4.0,1199,1295741764
572,572,1618,47658,1199,4.0,1199,1284850212
585,585,5401,7463,1199,4.0,1199,1149003881
587,587,5401,21822,1199,4.0,1199,1142367557
588,588,5401,27589,2430,1.5,2430,1219148291
590,590,5401,1122,395,3.5,395,1148914669
593,593,5401,17538,1199,4.0,1199,1164893110
595,595,5401,20478,1199,4.0,1199,1194443312
596,596,5401,16115,1199,4.0,1199,1174055352
600,600,5401,10784,1075,4.0,1075,1232941583
603,603,7466,3939,1417,4.0,1417,1145893914
608,608,7316,5411,394,4.0,394,1155263369
610,610,997,14973,3403,4.0,3403,1289159735
611,611,997,34326,3403,2.5,3403,1295886463
612,612,997,34146,1199,4.0,1199,1318189995
613,613,997,23729,3403,3.5,3403,1310653153
617,617,997,727,263,4.0,263,1272150081
618,618,997,7463,1199,4.0,1199,1311467542
619,619,997,17538,1199,4.5,1199,1311995556
623,623,997,7348,1199,4.5,1199,1309146401
625,625,997,54731,263,4.0,263,1305830779
630,630,997,71157,577,3.5,577,1311007143
638,638,476,72317,1199,4.0,1199,1314308242
643,643,476,59966,1199,3.0,1199,1300239941
650,650,476,66848,24445,2.5,24445,1301001705
651,651,476,34361,394,4.0,394,1277177401
653,653,476,29687,395,3.0,395,1276809736
654,654,476,25852,1199,3.5,1199,1277586184
655,655,476,67236,24445,4.5,24445,1301002112
660,660,476,59514,23020,3.5,23020,1307315951
661,661,476,727,263,2.0,263,1257732212
663,663,476,58914,1199,4.0,1199,1310407953
668,668,476,71802,24445,4.5,24445,1314241994
672,672,476,68738,24445,4.0,24445,1306086413
674,674,476,65400,24445,4.0,24445,1315365788
684,684,476,72820,24445,3.0,24445,1315159669
686,686,476,67398,24445,4.0,24445,1300763749
689,689,4644,33644,14879,4.5,14879,1254534635
693,693,520,7463,1199,4.5,1199,1300249910
698,698,520,33644,14879,3.0,14879,1322117349
702,702,520,48911,1199,4.0,1199,1289973282
705,705,614,20539,394,4.5,394,1315161979
706,706,614,11757,1199,4.5,1199,1315010530
707,707,614,33644,14879,4.5,14879,1320199952
709,709,614,35036,1199,4.0,1199,1321220593
710,710,2860,16638,3268,3.0,3268,1292988305
711,711,2860,33662,14879,3.0,14879,1272845854
714,714,4713,17010,577,2.5,577,1248398283
717,717,7999,1550,394,2.0,394,1058729763
718,718,7013,1415,163,3.0,163,1102726891
725,725,7013,17538,1199,4.0,1199,1131323553
726,726,1651,25852,1199,5.0,1199,1310336519
733,733,735,20478,1199,4.0,1199,1320207423
734,734,735,73506,12003,3.5,12003,1317094441
735,735,735,52211,14879,3.5,14879,1319682091
737,737,5199,21556,568,4.0,568,1239912910
738,738,78,54000,850,4.0,850,1324567621
752,752,1731,5487,2098,4.0,2098,1309251371
754,754,2558,17538,1199,3.5,1199,1278284593
755,755,2558,11757,1199,4.5,1199,1294088350
756,756,2558,33644,14879,4.5,14879,1275804557
762,762,5183,7463,1199,3.5,1199,1240089246
767,767,536,33644,14879,4.5,14879,1321929547
776,776,4612,34146,1199,4.5,1199,1235798850
777,777,4612,20539,394,5.0,394,1206999591
784,784,4612,35649,3268,4.5,3268,1214809655
785,785,4612,46386,365,4.0,365,1229999678
787,787,4612,429,1,4.5,1,1208302306
797,797,5377,16074,1199,4.5,1199,1233857417
800,800,5377,34146,1199,4.0,1199,1236040260
801,801,2292,60511,1199,3.5,1199,1283712424
804,804,2292,34146,1199,3.5,1199,1301058485
806,806,2292,1154,394,3.5,394,1161608460
808,808,2292,33624,14879,3.5,14879,1183236868
809,809,2292,51483,9020,4.0,9020,1290216556
817,817,2292,1324,263,4.0,263,1173964885
818,818,2292,966,365,4.0,365,1164850328
820,820,2292,37403,1199,3.5,1199,1235184000
821,821,2292,37518,14879,4.5,14879,1199499586
823,823,2292,34361,394,4.0,394,1196042389
825,825,2292,7675,3268,4.0,3268,1196553371
826,826,2292,1018,263,4.5,263,1174849491
828,828,2292,43151,394,4.0,394,1214617525
830,830,2292,178,60,3.5,60,1153967246
837,837,2292,54827,1199,4.0,1199,1264904274
839,839,2292,21822,1199,4.0,1199,1165634191
848,848,2292,175,60,3.5,60,1153964392
849,849,2292,5411,394,4.0,394,1161002339
850,850,2292,7463,1199,4.0,1199,1162687725
856,856,2292,52368,394,2.5,394,1256305209
857,857,2292,1550,394,4.0,394,1160743444
858,858,2292,16073,1199,3.5,1199,1183772415
863,863,2292,24905,1199,4.0,1199,1182727581
865,865,2292,20478,1199,4.0,1199,1288476917
866,866,2292,2106,394,4.0,394,1161002582
867,867,2292,1504,568,4.0,568,1153620204
868,868,2292,28350,3268,3.5,3268,1186791438
872,872,2292,55900,1199,4.0,1199,1270862583
879,879,2292,7348,1199,4.0,1199,1190508309
885,885,2292,960,365,3.5,365,1178482100
887,887,2292,11757,1199,4.5,1199,1226713113
888,888,2292,33662,14879,4.0,14879,1183855044
895,895,2292,5487,2098,3.5,2098,1164680684
900,900,5649,46248,16994,4.5,16994,1229975275
905,905,7656,24233,5514,3.5,5514,1134011277
911,911,3876,429,1,4.0,1,1180202439
915,915,3876,24905,1199,2.5,1199,1209244707
919,919,3876,29145,263,4.0,263,1258237569
921,921,3876,48911,1199,4.0,1199,1245891461
928,928,3876,4904,1417,4.0,1417,1244417142
930,930,3876,36670,394,4.0,394,1210392006
931,931,3876,33927,14879,4.0,14879,1210549057
932,932,3876,45991,365,3.5,365,1262356766
933,933,545,5441,1199,4.0,1199,1271540670
939,939,4811,7463,1199,3.5,1199,1249607510
943,943,696,48911,1199,2.5,1199,1293925680
948,948,696,24059,3268,3.0,3268,1311630513
952,952,696,16074,1199,4.5,1199,1292718270
953,953,696,28350,3268,4.0,3268,1285023011
954,954,696,20575,9020,3.0,9020,1292877657
955,955,696,3824,1417,4.0,1417,1297030297
956,956,696,7463,1199,1.0,1199,1292458297
959,959,696,19960,1199,5.0,1199,1300571216
961,961,696,56887,3268,4.5,3268,1279234925
963,963,696,4073,1199,3.5,1199,1293934811
965,965,2889,5441,1199,3.5,1199,1250636469
966,966,2889,19960,1199,3.5,1199,1243688338
967,967,2889,7463,1199,4.5,1199,1260144911
972,972,2889,11757,1199,4.0,1199,1238694515
979,979,2889,60511,1199,3.0,1199,1287243205
980,980,2889,47659,1199,4.0,1199,1249839188
981,981,2889,21822,1199,2.5,1199,1239652374
985,985,2889,45482,16386,2.0,16386,1254680914
987,987,2889,47695,14879,3.5,14879,1259972362
995,995,2145,11757,1199,4.5,1199,1301814785
996,996,6730,1622,394,4.5,394,1185933025
997,997,436,11757,1199,4.0,1199,1322854974
999,999,7157,21822,1199,3.5,1199,1117847817
1010,1010,1000,20470,394,3.0,394,1276832068
1011,1011,1000,11757,1199,4.5,1199,1274149445
1015,1015,1000,21822,1199,4.0,1199,1311738717
1016,1016,1000,20575,9020,3.5,9020,1280806514
1018,1018,1000,47658,1199,4.0,1199,1321073596
1022,1022,1000,25656,9020,4.0,9020,1275880751
1023,1023,1000,54827,1199,2.5,1199,1284520974
1029,1029,1000,28350,3268,4.0,3268,1279082920
1030,1030,1000,48911,1199,5.0,1199,1290384811
1035,1035,1000,53468,1199,2.5,1199,1293827109
1041,1041,8307,454,14,4.0,14,1019146283
1043,1043,5272,34146,1199,4.0,1199,1238554113
1046,1046,2910,16074,1199,4.0,1199,1162517675
1047,1047,2910,28350,3268,3.0,3268,1179787824
1051,1051,2910,43312,394,4.0,394,1216775555
1057,1057,2910,510,14,4.5,14,1108060632
1061,1061,2910,20478,1199,4.5,1199,1194045239
1063,1063,2910,19960,1199,4.5,1199,1175559030
1065,1065,2910,13350,3268,3.5,3268,1226703925
1066,1066,2910,25382,394,3.5,394,1164066228
1084,1084,2910,1324,263,4.5,263,1170632148
1088,1088,2910,1018,263,4.0,263,1206066650
1094,1094,5973,14413,2446,4.0,2446,1159828543
1098,1098,5973,3824,1417,3.0,1417,1141774187
1105,1105,5973,7167,1315,4.0,1315,1147996032
1117,1117,2302,19960,1199,4.5,1199,1301013885
1118,1118,2620,11757,1199,5.0,1199,1296649940
1122,1122,6899,176,60,3.5,60,1177539478
1125,1125,1604,25852,1199,3.0,1199,1310975079
1127,1127,4045,19960,1199,4.5,1199,1268355868
1129,1129,202,7463,1199,3.5,1199,1319419796
1137,1137,202,19960,1199,4.5,1199,1318982662
1140,1140,202,25852,1199,3.5,1199,1315100554
1141,1141,202,60511,1199,3.5,1199,1324869325
1145,1145,3978,727,263,4.5,263,1269299197
1147,1147,3978,11757,1199,4.0,1199,1252935479
1150,1150,3978,34146,1199,4.5,1199,1267829187
1158,1158,7002,4073,1199,4.5,1199,1171077524
1165,1165,4717,3619,394,4.0,394,1040337545
1168,1168,4717,429,1,3.0,1,1067784725
1171,1171,4717,1521,568,3.0,568,1067269190
1181,1181,9,727,263,4.5,263,1100061554
1195,1195,9,1324,263,4.5,263,1099537074
1197,1197,3165,8590,765,3.0,765,1162870421
1202,1202,3165,22907,453,4.0,453,1137884360
1203,1203,3165,25382,394,3.5,394,1287794095
1205,1205,3165,178,60,2.0,60,1209524918
1206,1206,3165,48167,765,2.5,765,1236834588
1208,1208,3165,53158,765,3.5,765,1257294907
1209,1209,3165,41315,765,2.5,765,1208310228
1212,1212,3165,3824,1417,4.0,1417,1159066190
1217,1217,3165,4904,1417,3.0,1417,1138471415
1223,1223,3165,38552,765,4.5,765,1199587502
1227,1227,3165,54361,765,3.5,765,1268254508
1229,1229,3165,25049,765,3.0,765,1162702816
1232,1232,2039,33644,14879,3.5,14879,1287857928
1235,1235,2039,20470,394,3.0,394,1264041225
1239,1239,2039,54827,1199,4.0,1199,1279373849
1243,1243,2039,24905,1199,3.5,1199,1273369692
1248,1248,2039,47659,1199,4.5,1199,1242622103
1258,1258,2039,11757,1199,5.0,1199,1265089568
1261,1261,2039,60511,1199,4.0,1199,1286421175
1267,1267,2039,47658,1199,5.0,1199,1242777770
1268,1268,2039,4073,1199,4.5,1199,1287448219
1269,1269,2039,1525,568,2.5,568,1265175072
1270,1270,2039,16074,1199,4.0,1199,1286422178
1273,1273,2839,35036,1199,4.5,1199,1293249090
1275,1275,2605,64233,14484,3.0,14484,1291857992
1281,1281,8040,17655,14,3.5,14,1087136766
1290,1290,8040,16083,14,4.5,14,1084722567
1292,1292,8040,515,14,4.0,14,1084711861
1298,1298,3000,1599,60,4.5,60,1232675566
1301,1301,6909,17538,1199,3.0,1199,1176976800
1302,1302,6909,19960,1199,4.5,1199,1177060538
1304,1304,4815,47695,14879,4.0,14879,1249963455
1307,1307,4815,19960,1199,4.0,1199,1237708759
1314,1314,1484,19960,1199,4.5,1199,1285886488
1315,1315,1484,1550,394,4.0,394,1258833913
1320,1320,1484,43893,7402,3.0,7402,1236482821
1323,1323,2534,60511,1199,4.0,1199,1294030720
1328,1328,4767,33927,14879,3.0,14879,1177278180
1330,1330,4767,49077,1199,4.0,1199,1251322194
1331,1331,4767,47693,394,3.5,394,1239562928
1332,1332,4767,43893,7402,4.0,7402,1248930168
1339,1339,4767,20478,1199,3.5,1199,1246158449
1343,1343,4767,11757,1199,4.0,1199,1136752051
1346,1346,4767,36670,394,5.0,394,1223230309
1350,1350,4767,36862,14879,2.5,14879,1203879354
1355,1355,4767,3939,1417,3.0,1417,1214584908
1360,1360,4767,9906,394,4.0,394,1176493007
1362,1362,4767,19960,1199,5.0,1199,1177909215
1367,1367,4767,5441,1199,3.5,1199,1201045946
1369,1369,7957,20470,394,3.5,394,1102828810
1370,1370,732,31704,13905,3.0,13905,1320248016
1372,1372,5830,5441,1199,4.0,1199,1224631011
1373,1373,6951,25468,568,4.0,568,1175051848
1376,1376,2084,1622,394,3.0,394,1279662073
1383,1383,2084,3824,1417,3.0,1417,1252451674
1390,1390,1485,51613,18012,2.5,18012,1312571618
1392,1392,6512,7463,1199,4.0,1199,1197752072
1396,1396,7160,23474,1199,4.0,1199,1164334204
1402,1402,3206,5441,1199,4.0,1199,1269303358
1404,1404,2793,61053,14756,4.0,14756,1293982052
1407,1407,2314,11757,1199,3.5,1199,1300804869
1410,1410,1093,11757,1199,4.5,1199,1317353491
1418,1418,7664,16115,1199,5.0,1199,1133237806
1420,1420,6092,19960,1199,4.0,1199,1207377526
1421,1421,6092,35036,1199,5.0,1199,1214014689
1423,1423,5895,20539,394,5.0,394,1222463039
1424,1424,5159,34146,1199,4.5,1199,1240801632
1426,1426,4876,17538,1199,4.5,1199,1248589562
1431,1431,972,11757,1199,4.5,1199,1316919369
1432,1432,972,19960,1199,4.5,1199,1314316990
1440,1440,6554,39677,10154,3.0,10154,1195417922
1441,1441,6554,4904,1417,3.0,1417,1195416666
1449,1449,7225,436,163,1.5,163,1158062802
1450,1450,7103,16115,1199,3.0,1199,1167192657
1452,1452,7103,1504,568,4.5,568,1160681392
1456,1456,7103,7463,1199,3.5,1199,1167191607
1464,1464,5531,727,263,4.0,263,1073217476
1468,1468,5531,1018,263,4.0,263,1066053665
1470,1470,770,58540,765,2.0,765,1282708154
1473,1473,770,53495,365,4.0,365,1303086762
1484,1484,770,45991,365,4.0,365,1275714831
1485,1485,770,960,365,3.5,365,1280440880
1487,1487,3129,429,1,5.0,1,1288648855
1488,1488,3127,19960,1199,4.0,1199,1285124344
1490,1490,1038,25382,394,3.5,394,1317943308
1494,1494,3483,7348,1199,4.5,1199,1266386409
1496,1496,3483,40153,14879,4.5,14879,1255233992
1498,1498,3015,11757,1199,4.0,1199,1290707034
1500,1500,3728,35036,1199,4.0,1199,1261676900
1502,1502,3728,17538,1199,2.5,1199,1275148272
1505,1505,342,11757,1199,4.5,1199,1255581680
1507,1507,342,7463,1199,4.0,1199,1300156467
1509,1509,342,35036,1199,4.5,1199,1308703683
1512,1512,342,47658,1199,5.0,1199,1323638643
1513,1513,3802,41778,10541,3.0,10541,1273086457
1516,1516,5715,24905,1199,3.5,1199,1228089555
1519,1519,7564,3810,1413,3.5,1413,1140329917
1520,1520,6270,20539,394,5.0,394,1207516260
1524,1524,4794,7463,1199,4.0,1199,1244444491
1529,1529,582,11757,1199,4.0,1199,1314832688
1531,1531,582,7348,1199,4.5,1199,1306886097
1533,1533,325,5441,1199,4.0,1199,1308369938
1534,1534,325,57110,14879,4.0,14879,1306377025
1537,1537,7871,429,1,5.0,1,1112758595
1546,1546,1964,19960,1199,4.5,1199,1304361575
1554,1554,3277,16074,1199,4.5,1199,1282693124
1556,1556,3277,4073,1199,4.0,1199,1285691920
1557,1557,3277,47658,1199,4.5,1199,1283285784
1566,1566,3277,17538,1199,3.5,1199,1285692339
1569,1569,3277,35036,1199,3.5,1199,1260471200
1573,1573,6069,9118,1303,4.5,1303,1215112543
1575,1575,6069,2784,765,3.0,765,1204861287
1581,1581,129,7348,1199,4.5,1199,1325568823
1583,1583,1305,46242,18012,4.0,18012,1314834481
1584,1584,1305,34146,1199,4.5,1199,1310008745
1586,1586,3959,21822,1199,3.0,1199,1269023563
1587,1587,3959,34146,1199,3.5,1199,1269658304
1588,1588,5537,7348,1199,4.0,1199,1232740464
1589,1589,617,54731,263,3.0,263,1321194302
1594,1594,299,21436,14,3.5,14,1324090973
1596,1596,3383,33644,14879,4.0,14879,1283684031
1615,1615,3552,35064,15527,4.0,15527,1279855201
1621,1621,7967,1152,394,3.5,394,1087367874
1630,1630,7967,1549,394,3.0,394,1099448753
1632,1632,7967,10645,1127,4.0,1127,1073631936
1633,1633,7967,1123,395,4.0,395,1077696745
1634,1634,7967,8717,850,5.0,850,1096081380
1642,1642,7967,8422,3282,2.0,3282,1064798989
1644,1644,7967,7463,1199,3.0,1199,1059724527
1647,1647,7967,1492,394,3.5,394,1089790151
1648,1648,7967,727,263,2.5,263,1052529937
1650,1650,8078,2106,394,4.5,394,1081128050
1653,1653,668,54827,1199,3.0,1199,1303407331
1657,1657,668,6523,14,2.0,14,1320551953
1660,1660,668,35036,1199,4.0,1199,1267940590
1661,1661,668,47695,14879,2.0,14879,1265955838
1665,1665,668,48439,7402,1.0,7402,1236900965
1668,1668,668,10784,1075,2.0,1075,1245728825
1669,1669,668,19960,1199,5.0,1199,1272922186
1672,1672,668,56115,14879,2.0,14879,1282158835
1680,1680,668,963,365,2.0,365,1292818442
1681,1681,668,24905,1199,1.0,1199,1248335912
1683,1683,668,7463,1199,4.0,1199,1268195877
1684,1684,668,966,365,3.0,365,1292828704
1694,1694,6164,727,263,1.0,263,1075608169
1698,1698,2150,19960,1199,5.0,1199,1278369226
1701,1701,2150,33644,14879,4.0,14879,1287008263
1702,1702,2150,21822,1199,4.5,1199,1272324922
1705,1705,3769,34146,1199,4.0,1199,1273954589
1711,1711,1521,20470,394,3.0,394,1237173050
1713,1713,1521,24905,1199,4.5,1199,1248313416
1721,1721,1521,7348,1199,4.5,1199,1240892715
1722,1722,1521,429,1,4.0,1,1277685207
1723,1723,1521,436,163,3.0,163,1189222449
1728,1728,1521,4014,1315,3.5,1315,1251777510
1729,1729,1521,960,365,3.5,365,1245272246
1732,1732,1521,25382,394,4.0,394,1224646145
1736,1736,1521,1550,394,4.0,394,1245814486
1737,1737,1521,5411,394,4.5,394,1275883284
1742,1742,1521,20470,394,4.0,394,1237173050
1750,1750,6625,25382,394,4.0,394,1191899816
1751,1751,6625,1324,263,4.0,263,1141894968
1752,1752,6625,1018,263,3.5,263,1167426832
1753,1753,6625,9906,394,4.5,394,1153385352
1756,1756,543,59849,14365,4.0,14365,1278299586
1757,1757,543,74768,14365,3.5,14365,1320157023
1759,1759,543,5441,1199,5.0,1199,1278531853
1760,1760,543,53909,14365,4.0,14365,1275854270
1762,1762,543,48911,1199,3.0,1199,1288654843
1765,1765,543,59125,12224,2.0,12224,1321830002
1767,1767,543,20470,394,5.0,394,1297092237
1770,1770,6211,3824,1417,4.0,1417,1144625264
1775,1775,6211,7694,3282,4.0,3282,1209942079
1776,1776,6211,2719,860,3.5,860,1131752690
1781,1781,8089,1018,263,3.5,263,1079532332
1782,1782,8089,960,365,4.0,365,1077887551
1788,1788,2269,19960,1199,4.5,1199,1300748880
1794,1794,2211,33624,14879,4.0,14879,1238168057
1802,1802,2211,20478,1199,4.0,1199,1236272029
1815,1815,1794,17538,1199,3.0,1199,1248749556
1816,1816,1794,69174,395,3.0,395,1307742945
1818,1818,1794,7167,1315,4.0,1315,1232156143
1819,1819,1794,25414,1075,4.0,1075,1285123300
1820,1820,1794,1504,568,3.5,568,1248657504
1823,1823,1794,7463,1199,3.0,1199,1308070199
1824,1824,1794,51483,9020,2.5,9020,1286254751
1829,1829,1794,20470,394,4.0,394,1173735514
1834,1834,1289,45132,14756,3.0,14756,1241663383
1837,1837,1289,429,1,3.5,1,1251252609
1840,1840,3333,34146,1199,5.0,1199,1284521099
1845,1845,3147,1123,395,4.5,395,1158626225
1848,1848,3147,34146,1199,4.5,1199,1242668850
1849,1849,3147,24905,1199,4.0,1199,1244171652
1850,1850,3147,507,14,4.0,14,1282162073
1851,1851,3147,41683,850,4.0,850,1205970093
1852,1852,3147,7348,1199,4.0,1199,1244603553
1854,1854,3147,1599,60,4.0,60,1261283526
1856,1856,3147,2725,850,4.0,850,1142906020
1857,1857,3147,17183,14,4.0,14,1282162992
1863,1863,3147,1550,394,4.0,394,1111722940
1864,1864,3147,513,14,4.0,14,1282163333
1868,1868,3147,7167,1315,4.0,1315,1137712896
1870,1870,3147,35036,1199,4.5,1199,1245181834
1874,1874,3147,1791,60,4.0,60,1253592665
1877,1877,3147,29687,395,4.5,395,1160617014
1882,1882,5374,11757,1199,4.0,1199,1219703961
1883,1883,5374,16074,1199,4.0,1199,1220499708
1889,1889,7781,1621,394,4.0,394,1122605422
1896,1896,4036,16074,1199,3.5,1199,1264035009
1898,1898,3124,4920,1315,4.0,1315,1185645591
1900,1900,3124,11757,1199,4.5,1199,1223836804
1903,1903,1,54216,8802,3.0,8802,1264793461
1904,1904,1,44459,7732,3.5,7732,1219301095
1905,1905,1,71766,16890,3.0,16890,1312639152
1908,1908,1,25918,12224,2.5,12224,1259600866
1910,1910,1,3824,1417,4.0,1417,1226232877
1913,1913,1,51931,12224,3.0,12224,1250513774
1919,1919,1,44429,7732,3.5,7732,1219222356
1921,1921,1,21521,2055,4.5,2055,1252528749
